e346 48 3
e347 48 5
e348 48 9
e349 48 17
e350 48 18
e351 48 19
e352 48 20
e353 48 21
e354 48 22
e355 48 23
e356 48 25
e357 48 26
e358 48 27
e359 48 29
e360 48 33
e361 49 4
e362 49 6
e363 49 7
e364 49 8
e365 49 10
e366 49 11
e367 49 12
e368 49 13
e369 49 14
e370 49 15
e371 49 16
e372 49 24
e373 49 28
e374 49 30
e375 49 31
e376 49 32
e377 49 40
e378 49 44
e379 49 46
e380 49 47
e381 49 48
e382 50 3
e383 50 5
e384 50 7
e385 50 8
e386 50 9
e387 50 11
e388 50 12
e389 50 13
e390 50 14
e391 50 15
e392 50 16
e393 50 23
e394 50 27
e395 50 29
e396 50 31
e397 50 32
e398 50 39
e399 50 43
e400 50 45
e401 50 47
e402 50 48
e403 51 2
e404 51 5
e405 51 6
e406 51 8
e407 51 9
e408 51 10
e409 51 12
e410 51 13
e411 51 14
e412 51 15
e413 51 16
e414 51 22
e415 51 26
e416 51 29
e417 51 30
e418 51 32
e419 51 38
e420 51 42
e421 51 45
e422 51 46
e423 51 48
e424 52 1
e425 52 5
e426 52 6
e427 52 7
e428 52 9
e429 52 10
e430 52 11
e431 52 13
e432 52 14
e433 52 15
e434 52 16
e435 52 21
e436 52 25
e437 52 29
e438 52 30
e439 52 31
e440 52 37
e441 52 41
e442 52 45
e443 52 46
e444 52 47
e445 53 2
e446 53 3
e447 53 4
e448 53 8
e449 53 9
e450 53 10
e451 53 11
e452 53 12
e453 53 14
e454 53 15
e455 53 16
e456 53 20
e457 53 26
e458 53 27
e459 53 28
e460 53 32
e461 53 36
e462 53 42
e463 53 43
e464 53 44
e465 53 48
e466 54 1
e467 54 3
e468 54 4
e469 54 7
e470 54 9
e471 54 10
e472 54 11
e473 54 12
e474 54 13
e475 54 15
e476 54 16
e477 54 19
e478 54 25
e479 54 27
e480 54 28
e481 54 31
e482 54 35
e483 54 41
e484 54 43
e485 54 44
e486 54 47
e487 55 1
e488 55 2
e489 55 4
e490 55 6
e491 55 9
e492 55 10
e493 55 11
e494 55 12
e495 55 13
e496 55 14
e497 55 16
e498 55 18
e499 55 25
e500 55 26
e501 55 28
e502 55 30
e503 55 34
e504 55 41
e505 55 42
e506 55 44
e507 55 46
e508 56 1
e509 56 2
e510 56 3
e511 56 5
e512 56 9
e513 56 10
e514 56 11
e515 56 12
e516 56 13
e517 56 14
e518 56 15
e519 56 17
e520 56 25
e521 56 26
e522 56 27
e523 56 29
e524 56 33
e525 56 41
e526 56 42
e527 56 43
e528 56 45
e529 57 2
e530 57 3
e531 57 4
e532 57 5
e533 57 6
e534 57 7
e535 57 8
e536 57 12
e537 57 14
e538 57 15
e539 57 16
e540 57 20
e541 57 22
e542 57 23
e543 57 24
e544 57 32
e545 57 36
e546 57 38
e547 57 39
e548 57 40
e549 57 48
e550 57 56
e551 58 1
e552 58 3
e553 58 4
e554 58 5
e555 58 6
e556 58 7
e557 58 8
e558 58 11
e559 58 13
e560 58 15
e561 58 16
e562 58 19
e563 58 21
e564 58 23
e565 58 24
e566 58 31
e567 58 35
e568 58 37
e569 58 39
e570 58 40
e571 58 47
e572 58 55
e573 59 1
e574 59 2
e575 59 4
e576 59 5
e577 59 6
e578 59 7
e579 59 8
e580 59 10
e581 59 13
e582 59 14
e583 59 16
e584 59 18
e585 59 21
e586 59 22
e587 59 24
e588 59 30
e589 59 34
e590 59 37
e591 59 38
e592 59 40
e593 59 46
e594 59 54
e595 60 1
e596 60 2
e597 60 3
e598 60 5
e599 60 6
e600 60 7
e601 60 8
e602 60 9
e603 60 13
e604 60 14
e605 60 15
e606 60 17
e607 60 21
e608 60 22
e609 60 23
e610 60 29
e611 60 33
e612 60 37
e613 60 38
e614 60 39
e615 60 45
e616 60 53
e617 61 1
e618 61 2
e619 61 3
e620 61 4
e621 61 6
e622 61 7
e623 61 8
e624 61 10
e625 61 11
e626 61 12
e627 61 16
e628 61 18
e629 61 19
e630 61 20
e631 61 24
e632 61 28
e633 61 34
e634 61 35
e635 61 36
e636 61 40
e637 61 44
e638 61 52
e639 62 1
e640 62 2
e641 62 3
e642 62 4
e643 62 5
e644 62 7
e645 62 8
e646 62 9
e647 62 11
e648 62 12
e649 62 15
e650 62 17
e651 62 19
e652 62 20
e653 62 23
e654 62 27
e655 62 33
e656 62 35
e657 62 36
e658 62 39
e659 62 43
e660 62 51
e661 63 1
e662 63 2
e663 63 3
e664 63 4
e665 63 5
e666 63 6
e667 63 8
e668 63 9
e669 63 10
e670 63 12
e671 63 14
e672 63 17
e673 63 18
e674 63 20
e675 63 22
e676 63 26
e677 63 33
e678 63 34
e679 63 36
e680 63 38
e681 63 42
e682 63 50
e683 64 1
e684 64 2
e685 64 3
e686 64 4
e687 64 5
e688 64 6
e689 64 7
e690 64 9
e691 64 10
e692 64 11
e693 64 13
e694 64 17
e695 64 18
e696 64 19
e697 64 21
e698 64 25
e699 64 33
e700 64 34
e701 64 35
e702 64 37
e703 64 41
e704 64 49
;
param a:  1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 :=
1    1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
2    0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
3    0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
4    0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
5    0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
6    0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
7    0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
8    0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
9    0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
10   0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
11   0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
12   0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
13   0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
14   0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
15   0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
16   0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
17   1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
18   0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
19   0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
20   0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
21   0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
22   0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
23   0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
24   0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
25   0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
26   0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0
27   0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0
28   0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0
29   0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  1  0  0  0  1  0  0  0  1  0  0  0  0  0  0  0  1  0  0  0  1  0  0  0  1  0  0  0  1  0  0  0  1  0  0  0  1  0  0  0  0  0  0  0
30   0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  1  0  0  0  1  0  0  0  1  0  0  0  0  0  0  0  1  0  0  0  1  0  0  0  1  0  0  0  1  0  0  0  1  0  0  0  1  0  0  0  0  0  0
31   0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  1  0  0  0  1  0  1  0  1  1  0  0  0  0  0  0  1  0  0  0  1  0  1  0  1  1  0  0  1  0  1  0  1  1  1  0  1  1  1  1  1  1
32   0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  1  0  0  0  1  0  1  1  1  0  0  0  0  0  0  0  1  0  0  0  1  0  1  1  1  0  0  0  1  0  1  1  1  0  1  1  1  1  1  1  1
33   1  1  1  0  1  0  0  0  1  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
34   1  1  0  1  0  1  0  0  0  1  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
35   1  0  1  1  0  0  1  0  0  0  1  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
36   0  1  1  1  0  0  0  1  0  0  0  1  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
37   1  0  0  0  1  1  1  0  0  0  0  0  1  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
38   0  1  0  0  1  1  0  1  0  0  0  0  0  1  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
39   0  0  1  0  1  0  1  1  0  0  0  0  0  0  1  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
40   0  0  0  1  0  1  1  1  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
41   1  0  0  0  0  0  0  0  1  1  1  0  1  0  0  0  1  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
42   0  1  0  0  0  0  0  0  1  1  0  1  0  1  0  0  0  1  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0
43   0  0  1  0  0  0  0  0  1  0  1  1  0  0  1  0  0  0  1  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0
44   0  0  0  1  0  0  0  0  0  1  1  1  0  0  0  1  0  0  0  1  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0
45   0  0  0  0  1  0  0  0  1  0  0  0  1  1  1  0  0  0  0  0  1  0  0  0  1  0  0  0  1  0  0  0  0  0  0  0  1  0  0  0  1  0  0  0  1  0  0  0  1  0  0  0  1  0  0  0  1  0  0  0  0  0  0  0
46   0  0  0  0  0  1  0  0  0  1  0  0  1  1  0  1  0  0  0  0  0  1  0  0  0  1  0  0  0  1  0  0  0  0  0  0  0  1  0  0  0  1  0  0  0  1  0  0  0  1  0  0  0  1  0  0  0  1  0  0  0  0  0  0
47   0  0  0  0  0  0  1  0  0  0  1  0  1  0  1  1  0  0  0  0  0  0  1  0  0  0  1  0  1  0  1  1  0  0  0  0  0  0  1  0  0  0  1  0  1  0  1  1  0  0  1  0  1  0  1  1  1  0  1  1  1  1  1  1
48   0  0  0  0  0  0  0  1  0  0  0  1  0  1  1  1  0  0  0  0  0  0  0  1  0  0  0  1  0  1  1  1  0  0  0  0  0  0  0  1  0  0  0  1  0  1  1  1  0  0  0  1  0  1  1  1  0  1  1  1  1  1  1  1
49   1  1  1  0  1  0  0  0  1  0  0  0  0  0  0  0  1  1  1  0  1  0  0  0  1  0  0  0  0  0  0  0  1  1  1  0  1  0  0  0  1  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
50   1  1  0  1  0  1  0  0  0  1  0  0  0  0  0  0  1  1  0  1  0  1  0  0  0  1  0  0  0  0  0  0  1  1  0  1  0  1  0  0  0  1  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0
